Campus,Group,School / Department,Level,Category,Number of Applications,Date,Number of Acceptances
Buckingham,Non Foundation (1+2) and Non Foundation,English and Digital Media,Undergraduate,Overseas,33.0,2023-01,3.0
Buckingham,Non Foundation (1+2) and Non Foundation,English and Digital Media,Visiting Students Non Degree,Overseas,0.0,2023-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,Enterprise and Entrepreneurship,Postgraduate Taught,Overseas,0.0,2023-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,Enterprise and Entrepreneurship,Undergraduate,Overseas,28.0,2023-01,2.0
Buckingham,Non Foundation (1+2) and Non Foundation,History and History of Art,Postgraduate Research,Overseas,0.0,2023-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,History and History of Art,Postgraduate Taught,Overseas,8.0,2023-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,History and History of Art,Undergraduate,Overseas,7.0,2023-01,2.0
Buckingham,Non Foundation (1+2) and Non Foundation,London,Occassional Non Degree,Overseas,0.0,2023-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,London,Postgraduate Research,Overseas,5.0,2023-01,1.0
Buckingham,Non Foundation (1+2) and Non Foundation,London,Postgraduate Taught,Overseas,4.0,2023-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,Management,Executive Non Degree,Overseas,0.0,2023-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,Management,Occassional Non Degree,Overseas,0.0,2023-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,Management,Postgraduate Research,Overseas,0.0,2023-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,Management,Postgraduate Taught,Overseas,602.0,2023-01,23.0
Buckingham,Non Foundation (1+2) and Non Foundation,Management,Undergraduate,Overseas,120.0,2023-01,8.0
Buckingham,Non Foundation (1+2) and Non Foundation,Modern Foreign Languages,Occassional Non Degree,Overseas,0.0,2023-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,Modern Foreign Languages,Undergraduate,Overseas,2.0,2023-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,School of Computing,Postgraduate Research,Overseas,7.0,2023-01,1.0
Buckingham,Non Foundation (1+2) and Non Foundation,School of Computing,Postgraduate Taught,Overseas,416.0,2023-01,36.0
Buckingham,Non Foundation (1+2) and Non Foundation,School of Computing,Undergraduate,Overseas,95.0,2023-01,12.0
Buckingham,Non Foundation (1+2) and Non Foundation,School of Education,Occassional Non Degree,Overseas,2.0,2023-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,School of Education,Postgraduate Research,Overseas,2.0,2023-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,School of Education,Postgraduate Taught,Overseas,4.0,2023-01,1.0
Buckingham,Non Foundation (1+2) and Non Foundation,School of Law,Postgraduate Research,Overseas,6.0,2023-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,School of Law,Postgraduate Taught,Overseas,119.0,2023-01,21.0
Buckingham,Non Foundation (1+2) and Non Foundation,School of Law,Undergraduate,Overseas,146.0,2023-01,19.0
Buckingham,Non Foundation (1+2) and Non Foundation,School of Postgraduate Medicine,Postgraduate Research,Overseas,33.0,2023-01,2.0
Buckingham,Non Foundation (1+2) and Non Foundation,School of Postgraduate Medicine,Postgraduate Taught,Overseas,23.0,2023-01,3.0
Buckingham,Non Foundation (1+2) and Non Foundation,School of Psychology,Postgraduate Research,Overseas,16.0,2023-01,1.0
Buckingham,Non Foundation (1+2) and Non Foundation,School of Psychology,Postgraduate Taught,Overseas,170.0,2023-01,10.0
Buckingham,Non Foundation (1+2) and Non Foundation,School of Psychology,Undergraduate,Overseas,65.0,2023-01,9.0
Buckingham,Non Foundation (1+2) and Non Foundation,School of UG Medicine,Undergraduate,Overseas,1138.0,2023-01,78.0
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,Accounting and Finance,Foundation Undergraduate (1+2),Overseas,37.0,2023-01,2.0
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,Centre for Foundation Studies,Foundation Non Degree,Overseas,39.0,2023-01,2.0
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,Economics and International Studies,Foundation Undergraduate (1+2),Overseas,63.0,2023-01,4.0
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,English and Digital Media,Foundation Undergraduate (1+2),Overseas,19.0,2023-01,0.0
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,Enterprise and Entrepreneurship,Foundation Undergraduate (1+2),Overseas,13.0,2023-01,0.0
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,Management,Foundation Undergraduate (1+2),Overseas,71.0,2023-01,6.0
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,School of Computing,Foundation Undergraduate (1+2),Overseas,70.0,2023-01,7.0
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,School of Law,Foundation Undergraduate (1+2),Overseas,53.0,2023-01,7.0
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,School of Psychology,Foundation Undergraduate (1+2),Overseas,25.0,2023-01,3.0
Buckingham,Non Foundation (1+2) and Non Foundation,Accounting and Finance,Postgraduate Taught,Unknown,0.0,2023-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,Accounting and Finance,Undergraduate,Unknown,0.0,2023-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,Buckingham Enterprise and Innovation Unit,Postgraduate Taught,Unknown,0.0,2023-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,Economics and International Studies,Occassional Non Degree,Unknown,0.0,2023-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,Economics and International Studies,Postgraduate Research,Unknown,0.0,2023-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,Economics and International Studies,Postgraduate Taught,Unknown,0.0,2023-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,Economics and International Studies,Undergraduate,Unknown,0.0,2023-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,Economics and International Studies,Visiting Students Non Degree,Unknown,0.0,2023-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,English and Digital Media,Postgraduate Research,Unknown,0.0,2023-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,English and Digital Media,Undergraduate,Unknown,0.0,2023-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,English and Digital Media,Visiting Students Non Degree,Unknown,0.0,2023-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,Enterprise and Entrepreneurship,Postgraduate Taught,Unknown,0.0,2023-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,Enterprise and Entrepreneurship,Undergraduate,Unknown,0.0,2023-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,History and History of Art,Postgraduate Research,Unknown,0.0,2023-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,History and History of Art,Postgraduate Taught,Unknown,0.0,2023-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,History and History of Art,Undergraduate,Unknown,0.0,2023-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,London,Occassional Non Degree,Unknown,0.0,2023-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,London,Postgraduate Research,Unknown,0.0,2023-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,London,Postgraduate Taught,Unknown,0.0,2023-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,Management,Executive Non Degree,Unknown,0.0,2023-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,Management,Occassional Non Degree,Unknown,0.0,2023-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,Management,Postgraduate Research,Unknown,0.0,2023-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,Management,Postgraduate Taught,Unknown,0.0,2023-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,Management,Undergraduate,Unknown,0.0,2023-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,Modern Foreign Languages,Occassional Non Degree,Unknown,0.0,2023-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,Modern Foreign Languages,Undergraduate,Unknown,0.0,2023-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,School of Computing,Postgraduate Research,Unknown,0.0,2023-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,School of Computing,Postgraduate Taught,Unknown,0.0,2023-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,School of Computing,Undergraduate,Unknown,0.0,2023-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,School of Education,Occassional Non Degree,Unknown,0.0,2023-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,School of Education,Postgraduate Research,Unknown,0.0,2023-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,School of Education,Postgraduate Taught,Unknown,0.0,2023-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,School of Law,Postgraduate Research,Unknown,0.0,2023-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,School of Law,Postgraduate Taught,Unknown,0.0,2023-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,School of Law,Undergraduate,Unknown,0.0,2023-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,School of Postgraduate Medicine,Postgraduate Research,Unknown,0.0,2023-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,School of Postgraduate Medicine,Postgraduate Taught,Unknown,0.0,2023-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,School of Psychology,Postgraduate Research,Unknown,0.0,2023-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,School of Psychology,Postgraduate Taught,Unknown,0.0,2023-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,School of Psychology,Undergraduate,Unknown,0.0,2023-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,School of UG Medicine,Undergraduate,Unknown,0.0,2023-01,0.0
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,Accounting and Finance,Foundation Undergraduate (1+2),Unknown,0.0,2023-01,0.0
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,Centre for Foundation Studies,Foundation Non Degree,Unknown,0.0,2023-01,0.0
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,Economics and International Studies,Foundation Undergraduate (1+2),Unknown,0.0,2023-01,0.0
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,English and Digital Media,Foundation Undergraduate (1+2),Unknown,0.0,2023-01,0.0
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,Enterprise and Entrepreneurship,Foundation Undergraduate (1+2),Unknown,0.0,2023-01,0.0
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,Management,Foundation Undergraduate (1+2),Unknown,0.0,2023-01,0.0
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,School of Computing,Foundation Undergraduate (1+2),Unknown,0.0,2023-01,0.0
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,School of Law,Foundation Undergraduate (1+2),Unknown,0.0,2023-01,0.0
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,School of Psychology,Foundation Undergraduate (1+2),Unknown,0.0,2023-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,Accounting and Finance,Postgraduate Taught,Home,6.0,2022-01,2.0
Buckingham,Non Foundation (1+2) and Non Foundation,Accounting and Finance,Undergraduate,Home,10.0,2022-01,1.0
Buckingham,Non Foundation (1+2) and Non Foundation,Buckingham Enterprise and Innovation Unit,Postgraduate Taught,Home,2.0,2022-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,Economics and International Studies,Occassional Non Degree,Home,0.0,2022-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,Economics and International Studies,Postgraduate Research,Home,7.0,2022-01,3.0
Buckingham,Non Foundation (1+2) and Non Foundation,Economics and International Studies,Postgraduate Taught,Home,18.0,2022-01,5.0
Buckingham,Non Foundation (1+2) and Non Foundation,Economics and International Studies,Undergraduate,Home,32.0,2022-01,6.0
Buckingham,Non Foundation (1+2) and Non Foundation,Economics and International Studies,Visiting Students Non Degree,Home,1.0,2022-01,1.0
Buckingham,Non Foundation (1+2) and Non Foundation,English and Digital Media,Postgraduate Research,Home,5.0,2022-01,5.0
Buckingham,Non Foundation (1+2) and Non Foundation,English and Digital Media,Undergraduate,Home,16.0,2022-01,4.0
Buckingham,Non Foundation (1+2) and Non Foundation,English and Digital Media,Visiting Students Non Degree,Home,0.0,2022-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,Enterprise and Entrepreneurship,Postgraduate Taught,Home,0.0,2022-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,Enterprise and Entrepreneurship,Undergraduate,Home,0.0,2022-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,History and History of Art,Postgraduate Research,Home,4.0,2022-01,3.0
Buckingham,Non Foundation (1+2) and Non Foundation,History and History of Art,Postgraduate Taught,Home,0.0,2022-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,History and History of Art,Undergraduate,Home,4.0,2022-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,London,Occassional Non Degree,Home,2.0,2022-01,2.0
Buckingham,Non Foundation (1+2) and Non Foundation,London,Postgraduate Research,Home,6.0,2022-01,4.0
Buckingham,Non Foundation (1+2) and Non Foundation,London,Postgraduate Taught,Home,11.0,2022-01,8.0
Buckingham,Non Foundation (1+2) and Non Foundation,Management,Executive Non Degree,Home,0.0,2022-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,Management,Occassional Non Degree,Home,0.0,2022-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,Management,Postgraduate Research,Home,0.0,2022-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,Management,Postgraduate Taught,Home,11.0,2022-01,4.0
Buckingham,Non Foundation (1+2) and Non Foundation,Management,Undergraduate,Home,22.0,2022-01,3.0
Buckingham,Non Foundation (1+2) and Non Foundation,Modern Foreign Languages,Occassional Non Degree,Home,1.0,2022-01,1.0
Buckingham,Non Foundation (1+2) and Non Foundation,Modern Foreign Languages,Undergraduate,Home,1.0,2022-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,School of Computing,Postgraduate Research,Home,0.0,2022-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,School of Computing,Postgraduate Taught,Home,21.0,2022-01,12.0
Buckingham,Non Foundation (1+2) and Non Foundation,School of Computing,Undergraduate,Home,18.0,2022-01,5.0
Buckingham,Non Foundation (1+2) and Non Foundation,School of Education,Occassional Non Degree,Home,15.0,2022-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,School of Education,Postgraduate Research,Home,6.0,2022-01,6.0
Buckingham,Non Foundation (1+2) and Non Foundation,School of Education,Postgraduate Taught,Home,30.0,2022-01,25.0
Buckingham,Non Foundation (1+2) and Non Foundation,School of Law,Postgraduate Research,Home,4.0,2022-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,School of Law,Postgraduate Taught,Home,3.0,2022-01,1.0
Buckingham,Non Foundation (1+2) and Non Foundation,School of Law,Undergraduate,Home,42.0,2022-01,9.0
Buckingham,Non Foundation (1+2) and Non Foundation,School of Postgraduate Medicine,Postgraduate Research,Home,0.0,2022-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,School of Postgraduate Medicine,Postgraduate Taught,Home,28.0,2022-01,21.0
Buckingham,Non Foundation (1+2) and Non Foundation,School of Psychology,Postgraduate Research,Home,4.0,2022-01,2.0
Buckingham,Non Foundation (1+2) and Non Foundation,School of Psychology,Postgraduate Taught,Home,8.0,2022-01,4.0
Buckingham,Non Foundation (1+2) and Non Foundation,School of Psychology,Undergraduate,Home,30.0,2022-01,10.0
Buckingham,Non Foundation (1+2) and Non Foundation,School of UG Medicine,Undergraduate,Home,413.0,2022-01,48.0
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,Accounting and Finance,Foundation Undergraduate (1+2),Home,7.0,2022-01,0.0
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,Centre for Foundation Studies,Foundation Non Degree,Home,3.0,2022-01,2.0
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,Economics and International Studies,Foundation Undergraduate (1+2),Home,7.0,2022-01,1.0
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,English and Digital Media,Foundation Undergraduate (1+2),Home,1.0,2022-01,1.0
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,Enterprise and Entrepreneurship,Foundation Undergraduate (1+2),Home,0.0,2022-01,0.0
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,Management,Foundation Undergraduate (1+2),Home,18.0,2022-01,1.0
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,School of Computing,Foundation Undergraduate (1+2),Home,3.0,2022-01,1.0
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,School of Law,Foundation Undergraduate (1+2),Home,12.0,2022-01,1.0
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,School of Psychology,Foundation Undergraduate (1+2),Home,16.0,2022-01,2.0
Buckingham,Non Foundation (1+2) and Non Foundation,Accounting and Finance,Postgraduate Taught,Overseas,144.0,2022-01,8.0
Buckingham,Non Foundation (1+2) and Non Foundation,Accounting and Finance,Undergraduate,Overseas,34.0,2022-01,1.0
Buckingham,Non Foundation (1+2) and Non Foundation,Buckingham Enterprise and Innovation Unit,Postgraduate Taught,Overseas,19.0,2022-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,Economics and International Studies,Occassional Non Degree,Overseas,0.0,2022-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,Economics and International Studies,Postgraduate Research,Overseas,17.0,2022-01,1.0
Buckingham,Non Foundation (1+2) and Non Foundation,Economics and International Studies,Postgraduate Taught,Overseas,123.0,2022-01,13.0
Buckingham,Non Foundation (1+2) and Non Foundation,Economics and International Studies,Undergraduate,Overseas,107.0,2022-01,7.0
Buckingham,Non Foundation (1+2) and Non Foundation,Economics and International Studies,Visiting Students Non Degree,Overseas,0.0,2022-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,English and Digital Media,Postgraduate Research,Overseas,25.0,2022-01,1.0
Buckingham,Non Foundation (1+2) and Non Foundation,English and Digital Media,Undergraduate,Overseas,30.0,2022-01,2.0
Buckingham,Non Foundation (1+2) and Non Foundation,English and Digital Media,Visiting Students Non Degree,Overseas,0.0,2022-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,Enterprise and Entrepreneurship,Postgraduate Taught,Overseas,0.0,2022-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,Enterprise and Entrepreneurship,Undergraduate,Overseas,12.0,2022-01,1.0
Buckingham,Non Foundation (1+2) and Non Foundation,History and History of Art,Postgraduate Research,Overseas,2.0,2022-01,2.0
Buckingham,Non Foundation (1+2) and Non Foundation,History and History of Art,Postgraduate Taught,Overseas,2.0,2022-01,1.0
Buckingham,Non Foundation (1+2) and Non Foundation,History and History of Art,Undergraduate,Overseas,9.0,2022-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,London,Occassional Non Degree,Overseas,0.0,2022-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,London,Postgraduate Research,Overseas,4.0,2022-01,1.0
Buckingham,Non Foundation (1+2) and Non Foundation,London,Postgraduate Taught,Overseas,9.0,2022-01,1.0
Buckingham,Non Foundation (1+2) and Non Foundation,Management,Executive Non Degree,Overseas,0.0,2022-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,Management,Occassional Non Degree,Overseas,1.0,2022-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,Management,Postgraduate Research,Overseas,10.0,2022-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,Management,Postgraduate Taught,Overseas,318.0,2022-01,17.0
Buckingham,Non Foundation (1+2) and Non Foundation,Management,Undergraduate,Overseas,89.0,2022-01,2.0
Buckingham,Non Foundation (1+2) and Non Foundation,Modern Foreign Languages,Occassional Non Degree,Overseas,0.0,2022-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,Modern Foreign Languages,Undergraduate,Overseas,2.0,2022-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,School of Computing,Postgraduate Research,Overseas,21.0,2022-01,2.0
Buckingham,Non Foundation (1+2) and Non Foundation,School of Computing,Postgraduate Taught,Overseas,204.0,2022-01,16.0
Buckingham,Non Foundation (1+2) and Non Foundation,School of Computing,Undergraduate,Overseas,67.0,2022-01,4.0
Buckingham,Non Foundation (1+2) and Non Foundation,School of Education,Occassional Non Degree,Overseas,1.0,2022-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,School of Education,Postgraduate Research,Overseas,4.0,2022-01,3.0
Buckingham,Non Foundation (1+2) and Non Foundation,School of Education,Postgraduate Taught,Overseas,7.0,2022-01,5.0
Buckingham,Non Foundation (1+2) and Non Foundation,School of Law,Postgraduate Research,Overseas,10.0,2022-01,1.0
Buckingham,Non Foundation (1+2) and Non Foundation,School of Law,Postgraduate Taught,Overseas,93.0,2022-01,11.0
Buckingham,Non Foundation (1+2) and Non Foundation,School of Law,Undergraduate,Overseas,137.0,2022-01,13.0
Buckingham,Non Foundation (1+2) and Non Foundation,School of Postgraduate Medicine,Postgraduate Research,Overseas,1.0,2022-01,1.0
Buckingham,Non Foundation (1+2) and Non Foundation,School of Postgraduate Medicine,Postgraduate Taught,Overseas,20.0,2022-01,4.0
Buckingham,Non Foundation (1+2) and Non Foundation,School of Psychology,Postgraduate Research,Overseas,17.0,2022-01,1.0
Buckingham,Non Foundation (1+2) and Non Foundation,School of Psychology,Postgraduate Taught,Overseas,78.0,2022-01,2.0
Buckingham,Non Foundation (1+2) and Non Foundation,School of Psychology,Undergraduate,Overseas,39.0,2022-01,3.0
Buckingham,Non Foundation (1+2) and Non Foundation,School of UG Medicine,Undergraduate,Overseas,693.0,2022-01,84.0
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,Accounting and Finance,Foundation Undergraduate (1+2),Overseas,32.0,2022-01,1.0
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,Centre for Foundation Studies,Foundation Non Degree,Overseas,72.0,2022-01,12.0
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,Economics and International Studies,Foundation Undergraduate (1+2),Overseas,49.0,2022-01,0.0
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,English and Digital Media,Foundation Undergraduate (1+2),Overseas,24.0,2022-01,2.0
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,Enterprise and Entrepreneurship,Foundation Undergraduate (1+2),Overseas,0.0,2022-01,0.0
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,Management,Foundation Undergraduate (1+2),Overseas,86.0,2022-01,4.0
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,School of Computing,Foundation Undergraduate (1+2),Overseas,63.0,2022-01,6.0
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,School of Law,Foundation Undergraduate (1+2),Overseas,64.0,2022-01,7.0
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,School of Psychology,Foundation Undergraduate (1+2),Overseas,22.0,2022-01,1.0
Buckingham,Non Foundation (1+2) and Non Foundation,Accounting and Finance,Postgraduate Taught,Unknown,0.0,2022-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,Accounting and Finance,Undergraduate,Unknown,0.0,2022-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,Buckingham Enterprise and Innovation Unit,Postgraduate Taught,Unknown,0.0,2022-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,Economics and International Studies,Occassional Non Degree,Unknown,0.0,2022-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,Economics and International Studies,Postgraduate Research,Unknown,0.0,2022-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,Economics and International Studies,Postgraduate Taught,Unknown,0.0,2022-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,Economics and International Studies,Undergraduate,Unknown,0.0,2022-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,Economics and International Studies,Visiting Students Non Degree,Unknown,0.0,2022-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,English and Digital Media,Postgraduate Research,Unknown,0.0,2022-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,English and Digital Media,Undergraduate,Unknown,0.0,2022-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,English and Digital Media,Visiting Students Non Degree,Unknown,0.0,2022-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,Enterprise and Entrepreneurship,Postgraduate Taught,Unknown,0.0,2022-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,Enterprise and Entrepreneurship,Undergraduate,Unknown,0.0,2022-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,History and History of Art,Postgraduate Research,Unknown,0.0,2022-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,History and History of Art,Postgraduate Taught,Unknown,0.0,2022-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,History and History of Art,Undergraduate,Unknown,0.0,2022-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,London,Occassional Non Degree,Unknown,0.0,2022-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,London,Postgraduate Research,Unknown,0.0,2022-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,London,Postgraduate Taught,Unknown,0.0,2022-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,Management,Executive Non Degree,Unknown,0.0,2022-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,Management,Occassional Non Degree,Unknown,0.0,2022-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,Management,Postgraduate Research,Unknown,0.0,2022-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,Management,Postgraduate Taught,Unknown,0.0,2022-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,Management,Undergraduate,Unknown,0.0,2022-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,Modern Foreign Languages,Occassional Non Degree,Unknown,0.0,2022-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,Modern Foreign Languages,Undergraduate,Unknown,0.0,2022-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,School of Computing,Postgraduate Research,Unknown,0.0,2022-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,School of Computing,Postgraduate Taught,Unknown,11.0,2022-01,9.0
Buckingham,Non Foundation (1+2) and Non Foundation,School of Computing,Undergraduate,Unknown,0.0,2022-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,School of Education,Occassional Non Degree,Unknown,0.0,2022-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,School of Education,Postgraduate Research,Unknown,0.0,2022-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,School of Education,Postgraduate Taught,Unknown,0.0,2022-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,School of Law,Postgraduate Research,Unknown,0.0,2022-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,School of Law,Postgraduate Taught,Unknown,0.0,2022-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,School of Law,Undergraduate,Unknown,0.0,2022-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,School of Postgraduate Medicine,Postgraduate Research,Unknown,0.0,2022-01,0.0
Buckingham,Non Foundation (1+2) and Non Foundation,School of Postgraduate Medicine,Postgraduate Taught,Unknown,0.0,2022-01,0.0
